srcStateName,srcDistrictName,srcYear,Social group type,Land area size,Category of holdings,Net area sown,Area under current fallows,Net area cultivated,Uncultivated area ,YearCode,Year
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,579.819,66.934,646.753,7.674,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Caste,(4.0-5.0),Medium,232.449,35.728,268.177,2.983,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Caste,(5.0-7.5),Medium,266.896,33.113,300.009,0.773,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Caste,(7.5-10.0),Medium,95.491,21.892,117.383,0.043,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Caste,Below 0.5,Marginal,2871.691,575.604,3447.295,46.497,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Tribes,(1.0-2.0),Small,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chitrakoot,2015-16,Scheduled Tribes,Below 0.5,Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Institutional,(0.5-1.0),Marginal,10.744,0.651,11.395,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Institutional,(10.0-20.0),Large,21.265,0,21.265,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Institutional,(1.0-2.0),Small,42.187,2.027,44.214,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Institutional,(2.0-3.0),Semi-Medium,31.561,2.015,33.576,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Institutional,20 & Above,Large,40.2,0,40.2,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Institutional,(3.0-4.0),Semi-Medium,3.98,0,3.98,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Institutional,(4.0-5.0),Medium,14.196,0,14.196,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Institutional,(5.0-7.5),Medium,63.591,3.668,67.259,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Institutional,(7.5-10.0),Medium,37.003,0,37.003,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Institutional,Below 0.5,Marginal,10.006,0.58,10.586,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Others,(0.5-1.0),Marginal,36321.61,1273.349,37594.959,194.639,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Others,(10.0-20.0),Large,188.218,10.148,198.366,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Others,(1.0-2.0),Small,32349.489,1208.483,33557.972,167.54,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Others,(2.0-3.0),Semi-Medium,15527.504,982.05,16509.554,84.535,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Others,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Others,(3.0-4.0),Semi-Medium,8100.802,581.607,8682.409,58.111,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Others,(4.0-5.0),Medium,4179.539,298.695,4478.234,12.06,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Others,(5.0-7.5),Medium,2847.673,291.438,3139.111,0.32,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Others,(7.5-10.0),Medium,916.739,40.417,957.156,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Others,Below 0.5,Marginal,35636.722,890.537,36527.259,230.706,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Caste,(0.5-1.0),Marginal,9950.384,588.1,10538.484,0.592,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Caste,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Caste,(1.0-2.0),Small,2435.35,158.137,2593.487,6.724,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,264.373,12.036,276.409,1.681,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,57.678,4.962,62.64,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Caste,(4.0-5.0),Medium,8.967,0,8.967,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Caste,(5.0-7.5),Medium,16.217,0,16.217,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Caste,Below 0.5,Marginal,12481.013,639.658,13120.671,13.364,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Tribes,(1.0-2.0),Small,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Chotrapati Sahooji Mahara,2015-16,Scheduled Tribes,Below 0.5,Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Institutional,(0.5-1.0),Marginal,15.624,0.817,16.441,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Institutional,(10.0-20.0),Large,22.709,0,22.709,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Institutional,(1.0-2.0),Small,69.998,4.238,74.236,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Institutional,(2.0-3.0),Semi-Medium,71.551,4.567,76.118,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Institutional,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Institutional,(3.0-4.0),Semi-Medium,33.637,1.944,35.581,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Institutional,(4.0-5.0),Medium,32.586,0,32.586,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Institutional,(5.0-7.5),Medium,32.582,1.326,33.908,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Institutional,(7.5-10.0),Medium,24.601,8.673,33.274,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Institutional,Below 0.5,Marginal,22.229,1.401,23.63,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Others,(0.5-1.0),Marginal,36976.69,765.145,37741.835,230.868,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Others,(10.0-20.0),Large,1247.166,79.609,1326.775,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Others,(1.0-2.0),Small,44481.377,1106.162,45587.539,254.749,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Others,(2.0-3.0),Semi-Medium,19520.322,948.869,20469.191,101.086,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Others,20 & Above,Large,215.986,12.355,228.341,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Others,(3.0-4.0),Semi-Medium,9878.642,510.236,10388.878,80.266,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Others,(4.0-5.0),Medium,4289.215,292.352,4581.567,10.986,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Others,(5.0-7.5),Medium,4268.702,477.2,4745.902,16.991,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Others,(7.5-10.0),Medium,1324.657,228.44,1553.097,12.315,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Others,Below 0.5,Marginal,47573.77,2613.892,50187.662,324.72,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Caste,(0.5-1.0),Marginal,3199.702,100.581,3300.283,5.181,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Caste,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Caste,(1.0-2.0),Small,900.781,25.185,925.966,1.283,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,138.265,4.353,142.618,0.19,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,49.711,1.303,51.014,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Caste,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Caste,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Caste,Below 0.5,Marginal,5342.199,212.896,5555.095,5.282,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,932.009,29.899,961.908,1.285,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Tribes,(1.0-2.0),Small,322.993,11.039,334.032,0.534,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,7.974,0.721,8.695,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Deoria,2015-16,Scheduled Tribes,Below 0.5,Marginal,1190.477,46.874,1237.351,1.282,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Institutional,(0.5-1.0),Marginal,55.904,3.56,59.464,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Institutional,(10.0-20.0),Large,93.078,5.042,98.12,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Institutional,(1.0-2.0),Small,111.222,7.103,118.325,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Institutional,(2.0-3.0),Semi-Medium,86.471,5.518,91.989,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Institutional,20 & Above,Large,155.67,0,155.67,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Institutional,(3.0-4.0),Semi-Medium,53.139,3.391,56.53,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Institutional,(4.0-5.0),Medium,53.054,3.386,56.44,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Institutional,(5.0-7.5),Medium,42.322,2.374,44.696,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Institutional,(7.5-10.0),Medium,60.797,3.881,64.678,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Institutional,Below 0.5,Marginal,48.306,3.074,51.38,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Others,(0.5-1.0),Marginal,38854.164,845.459,39699.623,211.831,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Others,(10.0-20.0),Large,1281.395,81.795,1363.19,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Others,(1.0-2.0),Small,48942.974,1358.64,50301.614,170.477,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Others,(2.0-3.0),Semi-Medium,22315.681,1009.542,23325.223,72.453,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Others,20 & Above,Large,127.268,0,127.268,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Others,(3.0-4.0),Semi-Medium,11976.569,753.257,12729.826,61.782,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Others,(4.0-5.0),Medium,6751.083,402.542,7153.625,1.083,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Others,(5.0-7.5),Medium,6667.793,713.772,7381.565,1.61,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Others,(7.5-10.0),Medium,2571.766,227.32,2799.086,42.18,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Others,Below 0.5,Marginal,29078.02,1853.227,30931.247,211.044,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Caste,(0.5-1.0),Marginal,5651.227,199.778,5851.005,1.475,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Caste,(10.0-20.0),Large,12.356,0,12.356,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Caste,(1.0-2.0),Small,5292.21,194.282,5486.492,1.372,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,1247.128,29.771,1276.899,0.035,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,457.965,2.824,460.789,2.094,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Caste,(4.0-5.0),Medium,231.929,2.515,234.444,0.01,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Caste,(5.0-7.5),Medium,152.144,2.896,155.04,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Caste,(7.5-10.0),Medium,26.96,0,26.96,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Caste,Below 0.5,Marginal,4692.475,107.822,4800.297,5.539,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Tribes,(1.0-2.0),Small,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etah,2015-16,Scheduled Tribes,Below 0.5,Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Institutional,(0.5-1.0),Marginal,76.77,4.635,81.405,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Institutional,(10.0-20.0),Large,44.003,0,44.003,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Institutional,(1.0-2.0),Small,65.695,3.697,69.392,2.416,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Institutional,(2.0-3.0),Semi-Medium,78.281,4.735,83.016,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Institutional,20 & Above,Large,46.844,0,46.844,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Institutional,(3.0-4.0),Semi-Medium,17.643,0,17.643,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Institutional,(4.0-5.0),Medium,30.498,0,30.498,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Institutional,(5.0-7.5),Medium,40.672,1.065,41.737,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Institutional,(7.5-10.0),Medium,25.719,0,25.719,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Institutional,Below 0.5,Marginal,46.328,2.837,49.165,0.287,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Others,(0.5-1.0),Marginal,26595.662,804.751,27400.413,398.99,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Others,(10.0-20.0),Large,949.073,59.837,1008.91,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Others,(1.0-2.0),Small,34551.813,1105.968,35657.781,539.367,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Others,(2.0-3.0),Semi-Medium,36423.82,2179.94,38603.76,403.949,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Others,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Others,(3.0-4.0),Semi-Medium,10250.411,618.486,10868.897,145.997,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Others,(4.0-5.0),Medium,6309.779,472.391,6782.17,52.91,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Others,(5.0-7.5),Medium,5678.111,619.789,6297.9,42.626,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Others,(7.5-10.0),Medium,1808.51,168.681,1977.191,121.385,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Others,Below 0.5,Marginal,22398.644,1266.17,23664.814,281.945,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Scheduled Caste,(0.5-1.0),Marginal,4606.494,223.693,4830.187,54.399,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Scheduled Caste,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Scheduled Caste,(1.0-2.0),Small,3923.239,159.03,4082.269,42.071,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,1457.357,54.977,1512.334,70.743,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,469.592,27.533,497.125,13.207,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Scheduled Caste,(4.0-5.0),Medium,186.447,8.418,194.865,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Scheduled Caste,(5.0-7.5),Medium,112.578,1.673,114.251,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Scheduled Caste,(7.5-10.0),Medium,26.404,0,26.404,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Scheduled Caste,Below 0.5,Marginal,4971.587,212.344,5183.931,32.579,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Scheduled Tribes,(1.0-2.0),Small,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Uttar Pradesh,Etawah,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
